"length","cdf"
"1",0.0377358490566038
"2",0.0754716981132075
"3",0.188679245283019
"4",0.226415094339623
"5",0.30188679245283
"6",0.339622641509434
"7",0.358490566037736
"8",0.377358490566038
"9",0.415094339622642
"10",0.622641509433962
"14",0.641509433962264
"15",0.716981132075472
"16",0.735849056603774
"20",0.773584905660377
"23",0.849056603773585
"30",0.867924528301887
"40",0.886792452830189
"45",0.905660377358491
"55",0.924528301886792
"90",0.943396226415094
"135",0.981132075471698
"203",1
