"length","cdf"
"1",0.0253164556962025
"2",0.10126582278481
"3",0.151898734177215
"4",0.20253164556962
"5",0.468354430379747
"6",0.481012658227848
"7",0.493670886075949
"8",0.506329113924051
"10",0.69620253164557
"13",0.708860759493671
"14",0.721518987341772
"15",0.79746835443038
"20",0.848101265822785
"23",0.860759493670886
"30",0.89873417721519
"45",0.936708860759494
"50",0.949367088607595
"60",0.974683544303797
"90",0.987341772151899
"270",1
