"var","est"
"(Intercept)",3.44359710628416
"female",0.525049383056959
"black",0.344887145096416
"a_age",-0.150979615143024
"agesq",0.00150925551604106
"ba",-0.951473212268148
"maplus",-1.59094301343351
"occ_1",-0.884949328806695
"occ_3",0.888048831236102
"occ_5",0.573412540503548
"occ_7",1.24210899547914
"occ_8",1.01921950460721
"occ_9",1.67800039979825
"occ_10",1.07952641976733
"ind_5",0.339116895924665
"ind_8",-0.302904976941592
"ind_11",0.423498314867023
"ind_12",-0.618856717317172
