"length","cdf"
"2",0.0434782608695652
"3",0.152173913043478
"4",0.195652173913043
"5",0.326086956521739
"6",0.41304347826087
"7",0.434782608695652
"10",0.565217391304348
"14",0.58695652173913
"15",0.630434782608696
"20",0.804347826086957
"21",0.826086956521739
"23",0.869565217391304
"25",0.934782608695652
"45",0.956521739130435
"68",0.978260869565217
"90",1
