"var","est"
"(Intercept)",-1.44867561546203
"age",0.0273236481528042
"male",0.586983791130054
"lnfaminc",0.425468726803664
"black",-0.743982621537175
"hisp",-0.576566066674975
"coveligd",0.477597372747739
