id,length_bond,length_matdis,length_illparent,length_illchild,length_illspouse,length_own,unaffordable,prop_pay,take_bond,take_matdis,take_illparent,take_illchild,take_illspouse,take_own,emp_size,paid_hrly,nochildren,lnfaminc,faminc,lnearn,fem_cu6,fem_c617,fem_cu6and617,fem_nochild,age,a_age,widowed,divorced,hiemp,separated,nevermarried,male,female,agesq,ltHS,someCol,BA,GradSch,black,white,asian,other,hisp,OCC,occ_1,occ_2,occ_3,occ_4,occ_5,occ_6,occ_7,occ_8,occ_9,occ_10,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,ind_9,ind_10,ind_11,ind_12,ind_13,weeks_worked,WAGP,WKHP,PWGTP,FER,WKW,COW,ESR,partner,ndep_kid,ndep_old,empgov_fed,empgov_st,wkhours,empgov_loc,weeks_worked_cat,pay_schedule,total_length,total_leaves,exhausted_by,eligworker,benefit_prop,particip,orig_len_own,orig_len_illspouse,orig_len_illchild,orig_len_illparent,orig_len_matdis,orig_len_bond,longer_leave,extend_flag,fmla_constrain_flag,particip_length,plen_own,plen_illspouse,plen_illchild,plen_illparent,plen_matdis,plen_bond,DI_plen,PFL_plen,base_benefits,base_leave_pay,actual_leave_pay,actual_benefits,bene_effect_flg,topoff_flg,reduce,bene_own,bene_illspouse,bene_illchild,bene_illparent,bene_matdis,bene_bond
342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,565,0,0,NA,76000,11.20408871,NA,NA,NA,NA,56,56,0,1,1,0,0,1,0,3136,0,0,1,0,0,1,0,0,0,5550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,76000,45,19,NA,1,5,1,0,0,0,1,0,45,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,215,0,0,NA,10000,9.17594046,0,0,0,1,30,30,0,0,0,0,1,0,1,900,0,0,0,1,0,1,0,0,0,1300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,10000,50,10,2,5,1,1,0,0,0,0,0,50,0,20,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2411,0,0,NA,85000,11.31600662,0,0,0,1,76,76,1,0,1,0,0,0,1,5776,0,0,0,1,0,1,0,0,0,2200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,85000,40,10,NA,1,4,1,0,0,1,0,1,40,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,1,0,0,0,0,0,0,966,1,1,10.94579509,56715.06177,10.42870343,NA,NA,NA,NA,24,24,0,0,1,0,0,1,0,576,0,0,1,0,0,1,0,0,0,6660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,35000,45,15,NA,1,1,1,0,0,0,0,0,45,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179,1,1,10.94579509,56715.06177,10.03883042,0,0,0,1,25,25,0,0,1,0,0,0,1,625,0,0,1,0,0,1,0,0,0,2550,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,23700,35,17,2,1,2,1,0,0,0,0,0,35,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,90,0,0,0,12,1,1,0,1,0,0,0,1,671,1,0,NA,52000,10.82459909,0,0,0,1,30,30,0,0,1,0,0,0,1,900,0,0,1,0,0,1,0,0,0,4700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,52000,60,50,2,1,1,1,1,0,1,0,0,60,0,51,"all pay, all weeks",102,2,NA,1,0.55,0,12,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20400,20400,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,10,0,1,1,0,0,0,0,1,0,442,0,0,NA,33000,10.36986293,0,0,0,1,54,54,0,0,1,0,0,0,1,2916,0,0,0,0,0,1,0,0,0,350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,33000,40,23,NA,1,1,1,1,0,1,0,0,40,0,51,"all pay, all weeks",10,1,NA,1,0.55,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1269.230769,1269.230769,0,0,0,0,0,0,0,0,0,0
357,0,0,0,0,0,0,1,1,0,0,0,0,0,0,69,0,0,NA,13000,9.438304725,NA,NA,NA,NA,67,67,0,0,0,0,0,1,0,4489,0,1,0,0,0,1,0,0,0,3420,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,13000,18,25,NA,1,1,1,1,0,1,0,0,18,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931,0,0,11.67079744,117101.6267,11.52731572,NA,NA,NA,NA,44,44,0,0,1,0,0,1,0,1936,0,0,1,0,0,0,0,0,1,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,105000,40,17,NA,1,1,1,0,2,0,0,0,40,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,13,0,0,0,1,0,0,0,1,0,0,0,469,1,0,11.67079744,117101.6267,9.358262017,NA,NA,NA,NA,19,19,0,0,1,0,1,1,0,361,0,0,0,0,0,1,0,0,0,4110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,46,12000,25,16,NA,3,5,1,0,2,0,1,0,25,0,43.5,no pay,13,1,NA,1,0.55,1,0,0,0,3,0,0,1,1,0,8,0,0,0,8,0,0,0,8,229.5652174,0,0,229.5652174,0,0,1,0,0,0,229.5652174,0,0
365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,607,1,0,11.88399066,144927.7558,11.19084348,NA,NA,NA,NA,44,44,0,0,1,0,0,1,0,1936,0,0,1,0,0,1,0,0,0,2310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,75000,40,14,NA,1,3,1,0,2,0,0,0,40,1,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,45,0,1,0,0,0,0,0,1,1041,0,0,11.88399066,144927.7558,11.19084348,0,1,0,0,44,44,0,0,1,0,0,0,1,1936,0,0,1,0,0,1,0,0,0,2310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,75000,40,14,2,1,3,1,0,2,0,0,0,40,1,51,"all pay, all weeks",45,1,NA,1,0.55,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12980.76923,12980.76923,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,68,0,0.125,0,0,0,0,0,1,2439,0,0,NA,86000,11.32770266,0,0,0,1,50,50,0,1,1,0,0,0,1,2500,0,1,0,0,0,1,0,0,0,5560,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,86000,40,14,2,1,5,1,0,0,0,1,0,40,0,51,"some pay, all weeks",68,1,NA,1,0.55,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2811.538462,2811.538462,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,1,1,0,0,0,0,0,0,456,1,1,11.0825156,65024.25311,10.22676209,NA,NA,NA,NA,32,32,0,0,1,0,1,1,0,1024,0,0,1,0,0,1,0,0,0,2810,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,28600,35,14,NA,1,1,1,0,0,0,0,0,35,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4073,0,1,11.0825156,65024.25311,10.52919497,NA,NA,NA,NA,29,29,0,0,1,0,1,1,0,841,0,0,0,1,0,1,0,0,0,2310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,38700,40,22,NA,1,3,1,0,0,0,0,0,40,1,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112,1,0,NA,6000,8.665114837,NA,NA,NA,NA,18,18,0,0,1,0,1,0,1,324,0,1,0,0,0,1,0,0,0,1010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,6000,15,15,2,3,1,2,0,NA,NA,0,0,15,0,43.5,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,4,0,0,0,1,0,0,0,1,0,0,12,1,0,11.13603524,68599.13775,9.869087641,1,0,0,0,24,24,0,1,0,0,0,0,1,576,0,0,0,0,0,0,0,0,1,4010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,20000,40,43,2,1,1,1,0,1,0,0,0,40,0,51,"all pay, all weeks",4,1,NA,1,0.55,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,307.6923077,307.6923077,0,0,0,0,0,0,0,0,0,0
377,0,0,0,0,0,30,1,0,0,0,0,0,0,1,357,1,0,11.13603524,68599.13775,10.42870343,NA,NA,NA,NA,26,26,0,1,1,0,0,1,0,676,0,0,0,0,0,1,0,0,0,6230,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,35000,40,56,NA,3,1,1,0,1,0,0,0,40,0,43.5,no pay,30,1,NA,1,0.55,1,30,0,0,0,0,0,1,1,0,25,25,0,0,0,0,0,25,0,2406.25,0,0,2406.25,0,0,1,2406.25,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,NA,59000,10.95089281,0,0,0,1,72,72,0,1,1,0,0,0,1,5184,0,1,0,0,0,1,0,0,0,5240,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,59000,40,10,NA,1,1,1,0,0,1,0,0,40,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,5,0,5,0,0,0,1,0,1,0,1,0,0,0,9467,1,0,NA,70000,11.12185061,NA,NA,NA,NA,27,27,0,0,1,0,1,1,0,729,0,0,1,0,0,1,0,0,0,4700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,70000,45,18,NA,1,1,1,0,0,0,0,0,45,0,51,no pay,10,2,NA,1,0.55,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2179,0,0,NA,54000,10.86233941,NA,NA,NA,NA,41,41,0,0,1,0,1,1,0,1681,0,0,0,1,0,1,0,0,0,3230,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,54000,40,13,NA,1,2,1,0,0,0,0,0,40,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77,1,0,NA,25000,10.09223119,0,0,0,1,27,27,0,0,1,0,1,0,1,729,0,1,0,0,0,1,0,0,0,3649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,25000,30,14,2,1,1,1,0,0,0,0,0,30,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,472,1,0,NA,38000,10.51094153,0,0,0,1,27,27,0,0,0,0,1,0,1,729,0,1,0,0,0,1,0,0,0,3640,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,38000,40,14,2,1,1,1,0,0,0,0,0,40,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,NA,30000,10.27455275,0,0,0,1,27,27,0,0,0,0,1,0,1,729,0,1,0,0,0,1,0,0,0,5400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,52,30000,38,14,2,1,1,1,0,0,0,0,0,38,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,11.47852555,96618.50387,NA,0,0,0,1,75,75,0,0,1,0,0,0,1,5625,0,0,0,1,0,1,0,0,0,2100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,0,15,9,NA,3,6,1,0,0,2,0,0,15,0,43.5,no pay,0,0,NA,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,1,0,0,0,0,0,0,547,0,1,11.47852555,96618.50387,9.17594046,NA,NA,NA,NA,76,76,0,0,1,0,0,1,0,5776,0,0,0,1,0,1,0,0,0,2100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,10000,45,10,NA,1,1,1,0,0,2,0,0,45,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0,0,0,0,15,0,1,0,0,0,0,0,1,3473,1,0,NA,26200,10.13911478,0,0,0,1,21,21,0,0,1,1,0,0,1,441,0,0,1,0,0,1,0,0,0,4720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,26200,39,22,2,1,1,1,0,0,0,0,0,39,0,51,"all pay, all weeks",15,1,NA,1,0.55,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1511.538462,1511.538462,0,0,0,0,0,0,0,0,0,0
388,0,0,0,18,0,0,1,1,0,0,0,1,0,0,9717,0,0,NA,102000,11.49832818,0,0,0,1,36,36,0,1,1,0,0,0,1,1296,0,0,1,0,0,1,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52,102000,50,36,2,1,1,1,0,0,0,0,0,50,0,51,"all pay, all weeks",18,1,NA,1,0.55,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7061.538462,7061.538462,0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4360,0,1,13.09394554,485991.0745,12.9088368,NA,NA,NA,NA,32,32,0,0,1,0,0,1,0,1024,0,0,1,0,0,1,0,0,0,430,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,418000,40,31,NA,1,1,1,0,0,0,0,0,40,0,51,"all pay, all weeks",0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5020,1,1,13.09394554,485991.0745,11.31600662,0,0,0,1,30,30,0,0,1,0,0,0,1,900,0,0,0,1,0,1,0,0,0,1450,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,85000,45,38,2,1,1,1,0,0,0,0,0,45,0,51,no pay,0,0,NA,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,0,60,0,0,0,0,1,0.125,0,1,0,0,0,0,242,1,0,NA,5700,8.613821542,NA,NA,NA,NA,19,19,0,0,0,0,1,0,1,361,0,0,0,0,0,1,0,0,0,4720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,5700,22,18,2,1,1,1,0,NA,NA,0,0,22,0,51,"all pay, some weeks",60,1,8,1,0.55,1,0,0,0,0,60,0,1,1,0,52,0,0,0,0,52,0,52,0,627,164.4230769,164.4230769,627,0,0,1,0,0,0,0,627,0
395,0,0,0,0,10,0,0,1,0,0,0,0,1,0,230,0,1,11.73471696,124831.107,11.47852555,NA,NA,NA,NA,68,68,0,0,1,0,0,1,0,4624,0,1,0,0,0,1,0,0,0,4850,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,100000,40,8,NA,1,1,1,0,0,1,0,0,40,0,51,"all pay, all weeks",10,1,NA,1,0.55,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3846.153846,3846.153846,0,0,0,0,0,0,0,0,0,0
